paridadeCompra;paridadeVenda;cotacaoCompra;cotacaoVenda;dataHoraCotacao;tipoBoletim
1,2507000000000001;1,2511;6,2908;6,2935;2023-04-05 11:05:16.641;Intermediário
1,2447;1,2452;6,2885;6,2917;2023-04-05 12:08:16.552;Intermediário
1,2467;1,2471;6,285;6,2878;2023-04-05 13:05:17.526;Intermediário
1,2467;1,2471;6,2885;6,2912;2023-04-05 13:05:17.533;Fechamento
1,2431;1,2433;6,3049;6,3066;2023-04-06 10:02:17.903;Abertura
1,2422;1,2423;6,3073;6,3085;2023-04-06 11:08:17.088;Intermediário
1,2434;1,2438;6,2879;6,2906;2023-04-06 12:04:16.704;Intermediário
1,2454;1,2458;6,3073;6,3101;2023-04-06 13:03:26.695;Intermediário
1,2454;1,2458;6,3113;6,3141;2023-04-06 13:03:26.701;Fechamento
1,2349;1,2353;6,2775;6,2803;2023-04-10 10:05:19.494;Abertura
